NAME,DEC,RA,TRANSIT,TRANSITURL,TRANSITREF,SE,SEURL,SEREF,MSTAR,IMAGING,TIMING,ASTROMETRY,MICROLENSING,MASS,PER
Kepler-524 b,49.16205555597941,19.79061388863458,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.014034,7.97419807
Kepler-239 c,40.66341111077202,19.61348055521647,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.019783,56.228098
Kepler-1291 b,40.0011388888624,19.2918027777142,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.84,0,0,0,0,0.0123008,8.63043276
8 UMi b,74.90091388887829,14.94675555547079,0,http://adsabs.harvard.edu/abs/2015A%26A...584A..79L,Lee 2015,0,,Predicted,1.8,0,0,0,0,1.52093,93.4
Kepler-1194 b,38.14527777777778,19.44663611094157,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.94,0,0,0,0,0.0121297,16.22371307
Kepler-1094 b,38.26702777776453,19.48675000005298,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.14,0,0,0,0,0.0302544,78.1000231
Kepler-266 c,44.16691111110978,19.63228888935513,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0481581,107.723601
Kepler-942 b,44.14980555534363,19.66367499987284,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.0158698,44.96417488
HD 86264 b,-15.89496111128065,9.949402777353923,0,,,0,,,1.4,0,0,0,0,6.62738,1475
Kepler-108 c,46.06233055538601,19.63728055556615,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.224011,190.323494
WASP-78 b,-22.11641666624281,4.250418055554231,1,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,0,,,1.33,0,0,0,0,0.883997,2.17517656
Kepler-308 b,40.43954999976688,19.71901111099455,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0157841,9.694928
Kepler-950 b,41.13033333354526,19.19710555606418,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.02,0,0,0,0,0.305222,98.7180406
Kepler-665 b,48.47858333375719,19.80170833335983,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.79,0,0,0,0,0.0208973,16.01310205
Kepler-1195 b,40.85297222216924,18.95673888895247,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.74,0,0,0,0,0.0154788,8.49642241
Kepler-68 b,49.04024999989404,19.40215666664971,1,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,0,,Predicted,1.079,0,0,0,0,0.026183,5.398763
Kepler-45 b,41.06424999978807,19.52485972245534,1,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Johnson 2012,0,,,0.59,0,0,0,0,0.511499,2.455239
Kepler-1511 b,43.17980555534363,19.22808055559794,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.17,0,0,0,0,0.0124487,23.2382792
Kepler-158 b,39.78133055580987,18.93548055556085,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0157841,16.709184
Kepler-471 b,43.4975833331214,19.93983611106873,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.49,0,0,0,0,1,5.01423457
HD 80606 b,50.60370555559794,9.377091666327583,1,http://adsabs.harvard.edu/abs/2009MNRAS.396L..16F,Fossey 2009,1,,,0.958,0,0,0,0,3.89054,111.4367
Kepler-378 c,46.43863888899485,19.6632388888465,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00082692,28.906009
Kepler-1559 b,42.07244444423252,19.48577222214805,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.00090084,0.97191543
HATS-1 b,-23.35483333322737,11.70168888886769,1,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,0,,,0.986,0,0,0,0,1.86507,3.446459
Kepler-1491 b,45.74063888867696,19.57531666649712,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1,0,0,0,0,0.0121297,16.5861762
Kepler-1096 b,45.96949999994702,19.64729166666667,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.66,0,0,0,0,0.00628541,2.89221751
Kepler-147 c,39.08718055566152,19.19838055504693,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0188614,33.416423
Kepler-1207 b,49.35900000042385,19.67095000002119,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.06,0,0,0,0,0.0120821,13.68237119
Kepler-178 b,46.89648055606418,19.14006944444444,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.025195,9.576694
Kepler-1200 b,44.12924999978807,19.7735638888677,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.74,0,0,0,0,0.00364938,1.11854972
Kepler-172 e,41.82186111132305,18.89123055564033,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0230631,35.118736
Kepler-733 b,45.9146944448683,19.53455277774069,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.9,0,0,0,0,0.0240196,20.83424726
Kepler-584 b,42.41361111111111,19.21537222226461,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.17,0,0,0,0,0.0583181,35.1810304
HD 5608 b,33.95105833331744,0.9706083332167732,0,,,0,,Predicted,1.66,0,0,0,0,1.47372,792.6
Kepler-1418 b,41.67855555534363,18.86649722205268,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.77,0,0,0,0,0.0123008,22.4764425
CoRoT-7 b,-1.063027778201633,6.730408333672417,1,http://adsabs.harvard.edu/abs/2009A%26A...506..287L,Leger 2009,0,,,0.93,0,0,0,0,0.014,0.85359163
Kepler-221 b,46.83526944438616,19.77698055585225,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0126401,2.795906
WASP-28 b,-1.580055555767483,23.57440833356645,1,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A,Anderson 2015,0,,Predicted,1.021,0,0,0,0,0.907,3.40883
Kepler-1041 b,49.68316666709052,19.59211666689978,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.06,0,0,0,0,0.0257931,24.7576421
Kepler-1374 b,45.17227777798971,19.42333333333334,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.85,0,0,0,0,0.0173469,10.65276707
51 Eri b,-2.473391666412354,4.626697222391765,0,http://adsabs.harvard.edu/abs/2015Sci...350...64M,Macintosh 2015,0,,Predicted,1.75,1,0,0,0,,
HAT-P-22 b,50.12833333333333,10.3787747224172,1,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,0,,,0.916,0,0,0,0,2.15137,3.21222
Kepler-423 b,46.3911666668786,19.52371611118317,1,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,0,,Predicted,1.07,0,0,0,0,1,2.68432848
Kepler-630 b,39.94244444423251,19.56180277824402,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.02,0,0,0,0,0.0302544,161.4743937
Kepler-1466 b,44.60986111111112,19.32208055549198,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.0115843,31.1750448
Kepler-490 b,46.95600000010597,19.66837777773539,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.08,0,0,0,0,1,3.26869515
HD 96063 b,-2.513175000084771,11.07901111072964,0,,,0,,,1.41,0,0,0,0,1.14167,361.1
Kepler-397 c,42.3804499997033,19.72626944435967,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.100676,135.498527
WASP-34 b,-23.86063888867696,11.02663722250197,1,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,0,,,1.01,0,0,0,0,0.583354,4.3176782
tau Gru b,-48.59808888859219,22.89381666713291,0,,,0,,,1.238,0,0,0,0,1.2147,1311
Kepler-190 c,44.73379999998543,19.23893888897366,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0107805,3.763024
Kepler-30 c,38.9472777779897,19.01891000005934,1,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Sanchis-Ojeda 2012,0,,,0.99,0,1,0,0,2.01385,60.3231
Kepler-271 b,44.28423055556085,18.8668611111078,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00192504,5.217738
HD 164922 b,26.31446666717529,18.04183611128066,0,,,0,,,0.927,0,0,0,0,0.357927,1155
Kepler-1076 b,51.06058333290947,19.17267222245534,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.79,0,0,0,0,0.00129651,6.14727918
Kepler-247 c,43.03928888903724,19.24283055517409,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0548224,9.439452
Kepler-392 b,43.36808055559794,19.24405000050863,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00291583,5.341853
WASP-2 b,6.42952777756585,20.51503611140781,1,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Triaud 2010,1,,,0.88,0,0,0,0,0.908659,2.1522254
Kepler-503 b,38.70766666677263,19.37576666620043,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.145002,7.25844721
Kepler-640 b,42.13166666666667,19.73548055556086,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.0203354,22.24813967
Kepler-468 b,49.37050000005299,19.26015000025431,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.96,0,0,0,0,1,38.47875707
WASP-22 b,-23.81969444433848,3.521201110945808,1,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,0,,,1.1,0,0,0,0,0.559059,3.53269
Kepler-962 b,46.2375,19.6875416665607,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0145548,12.05707239
Kepler-1290 b,43.85963888910081,19.37901666641235,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.95,0,0,0,0,0.00991268,4.69500134
GJ 3341 b,-31.29583333333333,5.262966666751438,0,http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,Astudillo-Defru 2015,0,,Predicted,0.47,0,0,0,0,0.0208212,14.207
Kepler-224 c,47.35760000016954,19.39561944431729,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0290307,5.925003
Kepler-1456 b,43.82277777777778,19.12968888918559,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.64,0,0,0,0,0.00468851,18.1373829
Kepler-85 d,45.29031944433848,19.39823055585225,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00554835,17.91323
Kepler-137 b,43.03910000006358,18.8090388891432,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0110268,8.436387
Kepler-484 b,46.24908333354526,18.95961944474114,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.96,0,0,0,0,0.0172355,10.04556931
Kepler-1019 b,47.20444444444445,18.91450277752346,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.7,0,0,0,0,0.0107116,1.41122985
Kepler-1209 b,49.15480555534363,19.17232500023312,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.23,0,0,0,0,0.0121297,25.369115999999998
Kepler-375 c,48.09841111077203,19.24118888907962,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0215411,19.986326
Kepler-1135 b,44.75658333354526,19.06686388888293,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.96,0,0,0,0,0.0136174,76.957857
Kepler-1472 b,49.05747222211625,19.6568444442749,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.16,0,0,0,0,0.014034,38.1312831
Kepler-355 c,42.81178055551317,19.05330000003179,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0223552,25.762294
Kepler-973 b,49.92386111100515,19.34434999995761,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0144664,49.6077331
Kepler-54 b,43.05627777788374,19.65159583330154,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,0,,Predicted,0.51,0,1,0,0,0.015593,8.0109434
OGLE2-TR-L9 b,-61.14625,11.13199472215441,1,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,0,,,1.52,0,0,0,0,4.57442,2.4855335
Kepler-201 b,41.27281944433848,19.57506944444444,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0192003,25.672083
Kepler-1025 b,43.96166666666667,18.96734722223547,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.014644,37.3229493
Kepler-186 f,43.95501944435968,19.91018055597941,1,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Quintana 2014,0,,Predicted,0.478,0,0,0,0,0.00421308,129.9459
HAT-P-1 b,38.67494444423252,22.96300694465637,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,1,,,1.133,0,0,0,0,0.532369,4.4652934
Kepler-320 b,46.17513055536482,19.54756944444444,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00464108,8.371554
Kepler-1123 b,50.67038888878292,19.63451111104753,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0123746,4.33946454
Kepler-123 b,42.78196111149258,19.79991111119588,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0258466,17.232366
Kepler-191 b,45.32316944440206,19.41223055521647,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00809262,9.939632
Kepler-121 c,39.67799999978807,19.0774694442749,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0171819,41.008011
Kepler-163 b,46.98733055565092,19.66685000000729,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00347154,7.810937
Kepler-599 b,41.06944444444445,19.06076666620043,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.83,0,0,0,0,0.0241903,15.65562652
Kepler-197 c,50.55898055606418,19.6817611111535,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00604207,10.349695
Kepler-1190 b,49.47997222264608,18.99997499995762,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.76,0,0,0,0,0.00796813,10.45843441
Kepler-52 d,49.97575000021193,19.11586944474114,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0143757,36.445171
WASP-84 b,1.86,8.740475833151075,1,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Anderson 2014,0,,Predicted,0.842,0,0,0,0,0.69431,8.5234865
Kepler-587 b,47.39913888931274,19.24471388922797,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.92,0,0,0,0,0.0167991,10.94027841
GJ 849 b,-4.640680555767482,22.16102222230699,0,,,0,,,0.49,0,0,0,0,0.830886,1882
Kepler-1541 b,48.02955555597941,18.91913333336512,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.00485109,8.40691199
Kepler-475 b,40.21152777777778,19.13678055551317,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0195285,3.10550819
Kepler-1034 b,37.96700000001325,19.07435833348168,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.83,0,0,0,0,0.017125,12.12400943
Kepler-1268 b,43.15322222232818,19.18923333326975,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.06,0,0,0,0,0.0150076,40.9903986
Kepler-157 b,38.87561111132304,19.40648055553436,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00769114,1.732342
Kepler-800 b,44.79519444465637,19.10498888863458,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.85,0,0,0,0,0.0243624,14.13176026
WASP-46 b,-55.87177777767182,21.24912805557251,1,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,1,,,0.956,0,0,0,0,2.10232,1.43037
Kepler-308 c,40.43954999976688,19.71901111099455,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0161415,15.38231
Kepler-661 b,47.86327777756585,18.91405833350287,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.7,0,0,0,0,0.0281267,6.02930132
HIP 5158 b,-22.45289166662428,1.100533333321412,0,,,0,,,0.78,0,0,0,0,1.42633,345.72
Kepler-157 c,38.87561111132304,19.40648055553436,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0168894,13.5405
Kepler-272 c,47.59383055580987,19.94183055559794,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0131908,6.057342
Kepler-1410 b,38.74355555534363,19.36734722223547,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.63,0,0,0,0,0.0131362,60.866168
Kepler-1292 b,43.94916666666666,18.99371388859219,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.95,0,0,0,0,0.0133743,3.27646405
HD 171238 b,-28.07204722245534,18.57880277739631,0,,,0,,,0.943,0,0,0,0,2.60901,1523
Kepler-1155 b,39.52283333354526,19.2547055557039,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.03,0,0,0,0,0.0150076,33.469743
Kepler-870 b,50.47863888846503,19.69350277794732,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.0233514,21.3587621
Kepler-1476 b,43.98994444423252,18.96880555550257,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.0123746,10.35863224
Kepler-562 b,46.27380555576748,19.34130833307902,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0903378,18.00931444
HIP 79431 b,-18.87499166647593,16.21159999953376,0,,,0,,,0.49,0,0,0,0,2.11299,111.7
Kepler-1420 b,42.77783333354526,19.74691944440206,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.82,0,0,0,0,0.00688654,6.69960006
Kepler-992 b,47.64177777767181,18.9620194445716,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.0120821,20.16034462
Kepler-835 b,45.73480555560854,18.90494999991523,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.08,0,0,0,0,0.0235163,11.41909375
Kepler-1629 b,43.77430555555556,18.68044166670905,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.00117254,3.87595807
Kepler-1398 b,48.6389722220103,19.65774444421132,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.13,0,0,0,0,0.00197713,2.78815679
Kepler-166 c,48.88118888854981,19.54401111072964,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0183139,34.260281
Kepler-805 b,45.05330555544959,19.54866388850742,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.19,0,0,0,0,0.0250657,30.8638931
Kepler-1232 b,49.10233333322737,19.77000277784136,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.92,0,0,0,0,0.014205,26.7839183
Kepler-1223 b,44.55274999989403,19.01971666653951,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.00590412,16.301259
Kepler-692 b,40.15375,19.65178888890478,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.9,0,0,0,0,0.028747,21.81293494
HAT-P-33 b,33.83502777775129,7.545616110695732,1,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,0,,,1.375,0,0,0,0,0.763256,3.474474
14 Her b,43.81836944447624,16.17339166641235,0,,,0,,,1.066,0,0,0,0,5.21486,1773.4
Kepler-17 b,47.815,19.89301833364699,1,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Desert 2011,1,,,1.16,0,0,0,0,2.47943,1.4857108
Kepler-333 c,40.91358888838026,19.48573888884651,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00422638,24.08821
Kepler-495 b,39.09813888867696,19.06204722192552,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.09114,3.41303622
Kepler-667 b,49.01733333335982,19.70366944445504,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.91,0,0,0,0,0.0739707,41.43962808
Kepler-382 c,45.86993055555556,19.94241111119588,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.011856,12.162701
Kepler-1330 b,39.95688888867696,19.37178333335453,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.97,0,0,0,0,0.0122275,10.10769068
HD 108341 b,-71.42325833320618,12.45878333356645,0,http://adsabs.harvard.edu/abs/2015A%26A...576A..48M,Moutou 2015,0,,Predicted,0.843,0,0,0,0,3.4773,1129
HD 73526 c,-41.31949444452922,8.621258333524068,0,,,0,,,1.014,0,0,0,0,2.4209,377.8
Kepler-1093 c,41.42016666677263,18.99853333367242,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.13,0,0,0,0,0.0144664,89.722292
Kepler-1171 b,38.59158333354527,19.66392777760823,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.58,0,0,0,0,0.0203354,1.44259224
Kepler-428 b,40.57722222222223,19.37211472246382,1,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Hebrard 2014,0,,Predicted,0.87,0,0,0,0,1.27,3.52563254
Kepler-725 b,44.8115555551317,18.93183333290948,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.88,0,0,0,0,0.623509,39.64317811
Kepler-916 b,45.97330555544959,19.39888888888889,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.85,0,0,0,0,0.0129801,32.2968798
WASP-45 b,-35.99827777756585,0.349165833791097,1,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,0,,,0.909,0,0,0,0,1.00657,3.1260876
Kepler-830 b,42.7568333334393,19.67028611103694,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.07,0,0,0,0,0.0125983,11.29695137
Kepler-1109 b,39.39661111089918,19.44308333290948,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.05,0,0,0,0,0.0163773,37.6467384
TYC 1422-614-1 c,19.55833333333333,10.28518722216288,0,http://adsabs.harvard.edu/abs/2015A%26A...573A..36N,Niedzielski 2015,0,,Predicted,1.15,0,0,0,0,10,559.3
mu Ara b,-51.83358888889353,17.73575555562973,0,,,0,,,1.147,0,0,0,0,1.74552,643.25
Kepler-1183 b,38.89222222222222,19.48216111077203,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1,0,0,0,0,0.0240196,28.5057189
alpha Cen B b,-60.83948055532244,14.66094166649713,0,,,0,,Predicted,0.934,0,0,0,0,0.00354639,3.2357
Kepler-1416 b,43.89408333354526,19.91089722209506,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.00189081,1.49514952
Kepler-1233 b,46.66222222222222,19.82500555568271,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.16,0,0,0,0,0.0208973,45.1263042
Kepler-330 c,44.80168055560853,19.22983055538601,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0143757,15.955387
Kepler-346 b,46.11761111113761,19.20078888886504,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0216742,6.511127
Kepler-1009 b,42.66577777756585,18.85732777754466,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.59,0,0,0,0,0.0162741,11.35011917
